,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,predicted_label_cat3,result
74,B000052XHY,Summer's Eve Feminine Wash for Normal Skin -- 15 fl oz,unknown,5-Jan,1,943920000,I didn't care for this product at all. It just wasn't for me. It irritated my skin and I wasn't too happy about that.,health personal care,personal care,feminine care,unknown,False
75,B00000IWEP,The Game of SCATTERGORIES,unknown,18/18,5,944006400,"When I was in college, this was the game we played in the dorms when we got snowed in. We'd all pool together our food and sodas and gather in the commons areas to play individually and as teams. It was always great fun, and if you are in college now or have a college aged kid, this would be perfect to take to school. Not only is it fun, but like most of the other reviewers have said, it builds vocabulary and is never the same twice.",toys games,games,board games,unknown,False
76,B00000IT47,Lullaby Dream Show,unknown,8-Jul,3,944006400,"My daughter's name is Stella Luna and we received this gift from my aunt. She got it because her granddaughter has it and loves it. She still falls asleep with it in the bed at 2 1/2. Stella loved looking at the reflections that were projected in a soft focus when she was in a crib and now loves to sit in the dark of her room with someone there to look at the front viewing window to identify moons, stars, clouds, etc. If you are willing to enjoy and point out beautiful aspects of the toy's moving art, you and your child will enjoy this.",toys games,baby toddler toys,music sound,unknown,False
77,B00005351M,"Scope Mouthwash, Smooth Mint - 16.9 fl oz",unknown,0/0,4,944006400,"I much prefer the taste. My husband has always used Scope, and I've avoid using it as much as possible. This new Scope is much better, and I definitely prefer it. With regular Scope and some other products I've used, I hate the taste so much that I rinse my mouth out and lose the fresh feeling that the mouthwash gives. With new Scope, I don't have to do that. I would definitely recommend it -- especially to people who are not good at tolerating strong tastes in their mouthwash.",health personal care,personal care,oral hygiene,unknown,False
78,B00000IS1M,The Ungame - Christian Version,unknown,42/45,5,944179200,"I work in a mental health office, and one lazy Friday afternoon, 2 other case managers and I found the Ungame treasure in a closet under old Halloween and X-mas decorations. &quot;A game?&quot;, one remarked. &quot;Umm-m-m, we shouldn't&quot;, said another. Then of course, we hastily opened the game and the fun began! 2 of us were relatively new to the agency, and it was amazing how much we would reveal to each other by answering the questions -- like describing a happy marraige, sharing something we're proud of, and giving one word to describe the person to our right. I almost didn't want to go home. And when we placed it back into the closet, we found a prominent home for Ungame, far away from holiday decorations and old printing paper.",toys games,games,board games,unknown,False
79,B00000IWEU,Catch Phrase!,unknown,5-May,5,944265600,"We played this over the Thanksgiving holiday...from age 15 to age 48. Boy, did we ever have fun. We played for hours! This game is terrific for adults and children, even as young as 8 or so, thought some of the words might be above them, or even a little racy (like orgy), but don't let that scare you, if a small one doesn't know the meaning of the word, they can always go to the next word!",toys games,grown up toys,unknown,unknown,True
80,B00000IWCU,Monopoly Deluxe Edition,unknown,13-May,4,944352000,I just bought Monopoly as a family activity to play with our TV and computer addicted soon to be teenager. I remember how much fun this game was years ago. We would pull it out whenever we had friends over or wanted some diversion. There is nothing like this old family favorite.,toys games,games,board games,unknown,False
81,B00000IV34,Set,unknown,74/74,5,944438400,"We played after family dinner with kids from 4 to 15, and adults too. Great way to get everybody to interact with each other, and the kids were so pumped up by how well they did compared to the adults. This is not a silly game, and kids get great thinking skills from it. My daughter is learning disabled and did REALLY well, it made her proud of how well she could think and gave her lots of positive feedback. I like to play it alone with her when we don't have time for more complicated games at night, but it also works very well in large and diverse groups.",toys games,games,card games,unknown,False
82,B000052YLY,"Zest Bar Soap, Aqua Pure, Energy Enhanced Scent, 4.5 oz - 3 pack",unknown,0/0,3,944524800,My husband liked the fresh scent of the Zest bar. He also thought that it cleaned well. I found the bar to be drying to my skin and would prefer a body wash with moisturizers.,health personal care,personal care,deodorants antiperspirants,personal,False
83,B00000K0G4,Lion Heart Board Game,unknown,13-Oct,2,944697600,"Don't even try to punch out the pieces of this game by hand -- use a sharp knife. Otherwise, they WILL get bent and broken. It's impossible to believe that they could be manufactured by the same company (Hasbro, which owns Parker Brothers, Milton Bradley and now Avalon Hill) that made the sturdy, HARD plastic pieces of Fortress America. Also, the pieces don't fit particularly well in the bases.The wave of board games imported from Europe in the past several years shows consistent attention to high quality of component manufacture and design. Hello! America is supposed to be the world leader in manufacturing ingenuity! Why are we making junk like the pieces in Lionheart?As for game play, it's like a cross of chess, Stratego and miniatures battles. Thing is, chess is better, Stratego is better and miniatures games are better. Really, Lionheart has nothing to recommend it.",toys games,games,board games,unknown,False
84,B00000IZQE,"Kick & Play Piano with Music, Sounds & Twinkling Lights",unknown,0/0,5,944784000,"My 3 month old son loves this. However, even though he loves to kick, I almost wish that I had two of them, one for him to watch(he loves the lights) and one to kick.",toys games,dress up pretend play,pretend play,unknown,False
85,B00000K163,The Original Bubble Tumbler,unknown,4-Mar,4,944784000,We got these for my son when he was 2 years old and they have held up very well in the past year!They really don't spill and let me tell you it has saved alot of tears at playgroup too!We have the no spill bubble bucket too and it was the hit of the 3rd bday party!Buy this for your kiddo... you will be glad you did!,toys games,novelty gag toys,unknown,unknown,True
86,B00000IV35,Five Crowns,unknown,10-Sep,5,945216000,"Finally, A change from the old favorites! What a great way to break away from the rest. This game adds and extra deck to the original four (hence the name Five Crowns), adding to the newness and excitement of the game. Another thing; it doesn't get boring if you play it over and over!",toys games,games,card games,unknown,False
87,B000053040,"Olay Bath Bar for Sensitive Skin, Unscented, 4.75 Ounce (2 Bars)",unknown,0/0,4,945216000,Oil of Olay Sensitive Skin Bath Bar works for people who are allergic to soap.,beauty,bath body,cleansers,unknown,False
88,B00000IWGB,Pokemon Master Trainer 2001,A2AXQTB83VMK4L,0/0,4,945216000,It's easy enough to learn and get into to. If you child is at all into Pokemon (still) then this game will be a cool item for their collection.,toys games,games,board games,unknown,False
89,B00000JIFE,Concentration,unknown,20/21,5,945388800,"Remember watching Concentration on tv, you sit there trying to guess what the puzzle would be. You watch as the contestants win great prizes and wished you had the chance to play - well now you do!Endless Games has given you the home version of the television game we all loved. Played just like on tv, you try to match the prizes and reveal the board, once you have enough clues you try to solve the puzzle.You are given 60 rebus cards to play with. Their needs to be an two players or two teams, the odd player out becomes the Emcee for that game and he sets up the game board for play.Hopefully, Endless Games will create additional prize set and rebus cards. The game is fun for young and old and at a price everyone will love. For this holiday season, make this game one for Santa's list.",toys games,games,board games,unknown,False
90,B00000IRU6,Toy Story 2 ~ Strummin' Singin' Woody doll with Musical Guitar!,unknown,21/26,5,945907200,"i'm very pleased with the &quot;strummin woody doll,i read the reviews of other people about &quot;buzz lightyear and the quality of the buzz lightyear doll, they are so wrong about the quality of the strummin woody doll and the buzz lightyear doll.i'm very pleased about both dolls the construction of &quot;buzz lightyear and strummin woody is excellant in my book no complaints on either buzz lightyear and the strummin woody dolls.",toys games,dolls accessories,playsets,unknown,False
91,B00000IWH4,Puzz 3D Seaside Lighthouse with Working Light! - Original CHARLES WYSOCKI'S Americana Series,unknown,18-Sep,1,945907200,This would of been a good puzzle if it did not have any MISSING PIECES. Thank you,toys games,puzzles,d puzzles,j,False
92,B00000ISVU,Barbie Family House #21646 (1998),unknown,32/36,3,946166400,"Another little marvel of plastic engineering and design, the Barbie Family House is a fun and much improved update of the products of the same name in 1968 and 1978(?). This new house is made to last, if carefully played with, and unlike its earlier vinyl counterparts, could be stored and still look like new years from now. In keeping with the history of this product, the size is modest offering limited defined play area within the house, but, presents a space saving alternative to the &quot;full-sized&quot; Barbie houses and is quickly and easily folded up and moved. It's a little shy on colored decorating decals, and the kitchen/dining table is really too small to seat two dolls at with plates and utensils. It's perfect if Barbie is a single mother with a little Kelly or Tommy to raise in the house as she/he gets their own swing around high chair built onto the table (removable.) Also, uniquely, this house's litte built-in kitchen comes with a refrigerator, something neither the Folding Pretty House of 1997 nor the Fold N' Fun House of the late 80's could say. Unfortunately, as always, the scale is too small to accommodate the slightly larger Ken dolls comfortably, and, while the house has some neat features, the built-in computer is useless as there is no way to get Barbie's legs out of the way so she can actually get to, sit in front of and use the keyboard. Some folks might be relieved at the house's unusual (for Barbie) blue and cream colors. I think Mattel should have brought it out two available colors, the other being Barbie pink and cream. There's a lot to be said for consistency, especially to collectors who might find themselves uncomfortable with the blue house displayed among all the normal pink houses, accessories and dresses. We like it, accepting it for the product it is and appreciating its quality of design and manufacture. It does exactly what this model of Barbie house has always done; present an affordable and smaller alternative to the larger houses with plenty of eye-appeal to sweeten the deal.",toys games,dolls accessories,dollhouses,board,False
93,B000052YDK,"Blistex Lip Medex, .38-Ounce (Pack of 12)",unknown,0/0,4,946166400,"I'd recommend this product. In fact, I already have. It gives a very cold sensation to let you know it's working! My lips look great and feel fabulous for the day with twice-daily applications. Unfortunately, it doesn't have lasting effects. It must be applied two or three times daily. A longer effect would have been excellent. But despite the inconvenience, this is a wonderful product, far superior to anything else I have tried. I'll continue to use it.",health personal care,personal care,lip care products,lip,False
94,B00000IS3K,Slingo Handheld,unknown,0/0,3,946339200,I enjoy Slingo in the internet and purchased the hand held game for my mom. I was very disappointed with the display of the game. The numbers are very hard to read and by the time you make them out the fun is gone. Since this was my moms first experience with the game she wasn't willling to put up with the dim lighting. I had to give the game away. Can not believe other people do not find this a problem.,toys games,electronics for kids,unknown,unknown,True
95,B000052ZGL,Orly Salon Nails Buffing Block - 1 ea,unknown,0/0,4,946339200,I liked the product very much. It really smoothes your nails. I used it before I applied tips and I usually have to apply new tips after two weeks. I'm on the 14th day and they're still going strong. The buffer really got all my nails' rough spots and the glue stuck better. I strongly recommend this product.,beauty,tools accessories,nail tools,n,False
96,B00000ISE2,Neurosmith - Music Blocks with Mozart Music Cartridge,unknown,6-Jun,5,946425600,"I bought this toy for my son who is 2 years old for Christmas and I can't decide who likes it more, my husband and I or him! There are many different fun things to learn with this toy...different instruments, shapes, and moving your body to the beat. The sound is stereo-like and we are ordering the additional cartridges.",toys games,baby toddler toys,music sound,unknown,False
97,B000052YIE,"Edge Sensitive Skin Shave Gel for Men,7 Ounce",unknown,0/0,5,946425600,"I liked it very much. It lubricated my face very well and rinsed very clean. It left my face feeling smooth, clean and refreshed. What I didn't like about it was the cap. It would have soap residue inside, even though it was cleaned when put away. Overall, I was very pleased and would buy more.",health personal care,personal care,shaving hair removal,personal,False
98,B00000IZH3,Wadjet,unknown,12-Apr,5,946512000,"I'm Back! This time I'm going to try to explain what the game is. Ok lets get started.&quot; Its The year is 1923. You are one of four world famous rival archaeologists who have come to Cairo,Egypt to begin a race against time, nature, and each other, in search of the stolen treasures of the pharaoh. Enter the Vally of the Kings, a world of burning desert heat and blinding sandstorms. Danger lurks in your every step as you dig your way through the dark, damp corridors of ancient tombs. but beware.....the cobra goddess WADJET has gaurded the pharoahs' tombs for over 3000 years.....She awaits your intrusion.....! You will be faced with danger, intrigue, and possible financial ruin. You must use your wits,knowledge, money, and memory to outsmart your rivals and WADJET.....Search for royal tombs of the pharoahs.....learn their secrets.....But don't let anyone else learn yours!&quot;That about covers it doesn't it? I hope you enjoy the game and found my reveiws useful. Look for more of my reveiws in other catagories. look for my bold openion and smiley :o) then you'll know its me...... Enjoy...",toys games,games,board games,card,False
99,B00000IT8U,Barbie&Kelly Giggles' n Swing Set (2 doll set with swing),unknown,4-Apr,3,946512000,"I got this Barbie/Kelly set for my daughter, who turned 6 and HAD to have it. We were both disappointed that the &quot;giggling&quot; and other things that Kelly says, comes from BARBIE. There is a button on Barbie's back that you push, and Kelly's dialog comes from her. It just seemed weird! It would have made much more sense to put the sounds on the swingset itself.The swingset is nice. It comes apart easily, which might be troublesome, unless you opt to glue it with something like Krazy Glue gel (which glues anything).",toys games,dolls accessories,playsets,unknown,False
